id,content,Business,SciTech,Sports,World,,,,,,,,,,,,,,
4170,"Peter Petherick welcomed James Franklin into the test hat trick club with open arms last night. The former offspinner, who took his hat-trick on debut against Pakistan in Lahore 28 years",0,0,1,0,,,,,,,,,,,,,,
4171,"Despite Alan Milburn holding his first press conference as Labour #39;s election strategist yesterday, it #39;s unlikely Tony Blair will be able to escape the shadow of Iraq at today #39;s session of PMQs.",0,0,0,1,,,,,,,,,,,,,,
4172,"Coca-Cola Bottling Co. Consolidated, the Coca-Cola Co. #39;s major bottler and distributor in the Southeast, said Wednesday that third-quarter profit fell as bad weather, high fuel prices and fewer promotions led to lower volume.",1,0,0,0,,,,,,,,,,,,,,
4173,"A refined map of the human genome shows that humans have even fewer genes than previously thought -- less than 25,000, about the same as a mustard green.",0,1,0,0,,,,,,,,,,,,,,
4174,"Reuters - It has revolutionized physics, made",0,1,0,0,,,,,,,,,,,,,,
4175,"St. Louis - They trudged off the field at Minute Maid Park wearing glazed expressions, looking anywhere but home plate. That #39;s where Jeff Kent was celebrating a victory that left the Houston Astros one win from their first World Series.",0,0,1,0,,,,,,,,,,,,,,
4176,Tony Blair last night stood accused of conspiring to use British troops in Iraq as a  quot,political gesture quot, to help George W Bush in the US presidential election.,0,0,0,1,,,,,,,,,,,,
4177,"The Istanbul technology is meant to replace MSN chat and Windows Messenger. Microsoft has not released much information on the technology, which may not reach market until next year or even later.",0,1,0,0,,,,,,,,,,,,,,
4178,"AFP - Russia is seeking a new economic partnership to boost a decades-old friendship with India, envisaging sophisticated arms sales, high-end technology swaps and political support on the world stage.",0,0,0,1,,,,,,,,,,,,,,
4179,SAO PAULO (Reuters) - Briton Jenson Button will drive for  BAR next year but is likely to join Williams in 2006 after  Formula One's Contract Recognition Board (CRB) ended a  tug-of-war between the teams Wednesday.,0,0,1,0,,,,,,,,,,,,,,
4180,Newcastle boss Graeme Souness was in defiant mood tonight as he attempted to push yesterdays training ground bust-up with striker Craig Bellamy into the background.,0,0,1,0,,,,,,,,,,,,,,
4181,"NEW YORK (Reuters) - Countrywide Financial Corp. on  Wednesday posted a 47 percent drop in quarterly earnings and  cut its outlook as mortgage refinancings fell and rates  climbed, sparking a broad sell-off in mortgage-company stocks.",1,0,0,0,,,,,,,,,,,,,,
4182,"Reuters - The kids have spoken, and it's Sen.\John Kerry with a convincing victory over President Bush on",0,0,0,1,,,,,,,,,,,,,,
4183,JERUSALEM (Reuters) - Israel's parliament took  extraordinary security steps Wednesday for a vote next week on  a Gaza pullout plan expected to spark Jewish settler protests  and heighten death threats against Prime Minister Ariel Sharon.,0,0,0,1,,,,,,,,,,,,,,
4184,"Tabbed browsing, one of the more popular features built into alternative Web browsers, contains a security flaw that puts users at risk of spoofing attacks, research firm Secunia warned on Wednesday.",0,1,0,0,,,,,,,,,,,,,,
4185,"Reuters - U.S. average retail gasoline prices\fell over the last two weeks and are poised to slip even\further as crude oil prices continue to tumble, an industry\analyst said on Sunday.",1,0,0,0,,,,,,,,,,,,,,
4186,"Millions of new robots will be installed in households over the next few years, a UN report predicts.",0,1,0,0,,,,,,,,,,,,,,
4187,"WASHINGTON -- In the absence of congressional action, Federal Communications Commission (FCC) Chairman Michael Powell has taken over the direction of Voice over IP (define) policy in the Capitol, at least for the time being.",0,1,0,0,,,,,,,,,,,,,,
4188,Two Muslim girls were expelled Wednesday from high school for refusing to remove their head scarf -- the fourth such expulsions in two days as officials began taking action against,0,0,0,1,,,,,,,,,,,,,,
4189,French luxury goods company LVMH Moet Hennessy Louis said Wednesday it plans to buy whisky maker Glenmorangie PLC for about 300 million pounds (euro430.,1,0,0,0,,,,,,,,,,,,,,
4190,"MADRID, Oct. 20. - Top-seeded Tim Henman of Britain was all praise for the novel idea of replacing ball boys and girls with fashion models at the Madrid Masters, after thrashing Spaniard Albert Costa 6-4, 6-2, on Wednesday.",0,0,1,0,,,,,,,,,,,,,,
4191,The Securities and Exchange Commission said Wednesday that accounting firm KPMG LLP will pay \$10 million to Gemstar-TV Guide International shareholders to settle allegations it committed improper conduct in Gemstar #39,s audit.,1,0,0,0,,,,,,,,,,,,,
4192,"Valencia may have to ditch their new-found attacking style of football in favour of an  quot;ugly quot; defensive approach if they are to beat Inter Milan in the Champions League, according to club captain David Albelda.",0,0,1,0,,,,,,,,,,,,,,
4193,Arsenal keeper Jens Lehmann was left red-faced in Athens as two costly mistakes ensured that a Champions League victory slipped through his sides fingers again.,0,0,1,0,,,,,,,,,,,,,,
4194,Apple Computer (NASDAQ: AAPL) recently launched its Apple iTunes Store in Canada. But is a website really a store when all the company appears to be doing is charging different rates in each country?,0,1,0,0,,,,,,,,,,,,,,
4195,"Customers who use the dual-core processors that Intel and Advanced Micro Devices are expected to begin shipping next year will not need to buy extra licenses for Microsoft software, the software maker will announce next week.",0,1,0,0,,,,,,,,,,,,,,
4196,"The US Davis Cup team is gearing up for a tough final against strong Spanish opponents on an unfavorable surface but are optimistic about beating their hosts, said their semi-final team member Mardy Fish.",0,0,1,0,,,,,,,,,,,,,,
4197,"Twenty-five people were confirmed dead and 43 missing as of 5 am after typhoon Tokage passed through Japan, NHK television said on its Web site.",0,0,0,1,,,,,,,,,,,,,,
4198,NEW DELHI: The Indian government increased the foreign direct investment (FDI) cap yesterday in domestic airlines from 40 to 49 per cent but kept a ban on foreign carriers taking stakes.,1,0,0,0,,,,,,,,,,,,,,
4199,"FOR all the polls that show how football is now America #39;s most popular game, the Yankees-Red Sox showdown for the American League pennant is this year #39;s sweet reminder that October baseball",0,0,1,0,,,,,,,,,,,,,,
4200,AP - A federal appeals court decided Wednesday that marine mammals have no standing to sue to stop the U.S. Navy from using sonar.,0,1,0,0,,,,,,,,,,,,,,
4201,"Ten years after it unveiled its first dream house, Microsoft has a new demonstration home showcasing technology that Microsoft is betting will become commonplace within a few years.",0,1,0,0,,,,,,,,,,,,,,
4202,Former Philadelphia Phillies catcher John Russell will be the seventh person to interview for the team #39,s vacant managerial position.,0,0,1,0,,,,,,,,,,,,,
4203,"CAPE CANAVERAL, Fla. -- A new crew is aboard the International Space Station Wednesday preparing to take over command of the orbiting outpost.",0,1,0,0,,,,,,,,,,,,,,
4204,The FIA #39,s Contract Recognition Board (CRB) finally got around to deciding whether or not Jenson Button is contractually allowed to go drive for Williams next season.,0,0,1,0,,,,,,,,,,,,,
4205,"Australia #39;s Computershare Ltd. (CPU.AX: Quote, Profile, Research) has agreed to buy the second-largest US share registrar, EquiServe, for \$292 million, quadrupling",1,0,0,0,,,,,,,,,,,,,,
4206,The Black Coaches Association gave most of the 28 schools that filled head-coaching jobs in I-A and I-AA football last year above-average marks in its first Hiring Report Card.,0,0,1,0,,,,,,,,,,,,,,
4207,"DONETSK, Ukraine: Brazilian midfielder Matuzalem defied the chilly temperatures to score a double for Shakhtar Donetsk on Wednesday in a 3-0 win which virtually ended Celtic #39;s Champions League ambitions this season.",0,0,1,0,,,,,,,,,,,,,,
4208,Peru's interior minister said Wednesday that police acted in self-defense when they killed three coca farmers who were part of a group that hurled rocks and tried to burn a police lieutenant alive to protest U.S.-backed eradication of their cocaine producing crop.,0,0,0,1,,,,,,,,,,,,,,
4209,"Canadian Press - BEIJING (AP) - A gas explosion in a coal mine in central China killed 56 people and left scores trapped and missing, the government said Thursday.",0,0,0,1,,,,,,,,,,,,,,
4210,The steady decline in distillate fuel inventories comes as traders remain jittery about the world's strong demand and limited crude oil supply cushion.,1,0,0,0,,,,,,,,,,,,,,
4211,"AP - John Kerry planned to go hunting Thursday, showing he's a regular guy to voters who might harbor some doubts.",0,0,0,1,,,,,,,,,,,,,,
4212,Lebanese Prime Minister Rafiq Hariri resigned yesterday in a sign of deepening divisions within Lebanon #39,s fragile government over the decisive role that,0,0,0,1,,,,,,,,,,,,,
4213,Brazilian Juninho has apologised for his performance in Celtic #39,s demoralising 3-0 Champions League Group F defeat in the Ukraine last night.,0,0,1,0,,,,,,,,,,,,,
4214,"Three top Citigroup Inc. executives, including Vice Chairman Deryck Maughan, are leaving the financial services giant in the wake of a scandal at its Japanese private banking unit.",1,0,0,0,,,,,,,,,,,,,,
4215,AP - The biggest comeback in postseason baseball history began when David Ortiz had one of the greatest days in baseball history.,0,0,1,0,,,,,,,,,,,,,,
4216,"By Bloomberg News. Cingular Wireless, which is buying AT amp;T Wireless, said yesterday that third-quarter sales rose 4.9 percent, to \$4.",1,0,0,0,,,,,,,,,,,,,,
4217,"BEIJING (Reuters) - A gas explosion in a crowded coal mine  in China killed at least 56 people and left 92 missing with  little hope of surviving the country's most serious mine  accident in years, Xinhua news agency said on Thursday.",0,0,0,1,,,,,,,,,,,,,,
4218,A new report from the international consortium of laboratories that decoded the human genome has revised the estimated number of human genes sharply downward.,0,1,0,0,,,,,,,,,,,,,,
4219,"Lucent Technologies yesterday posted higher fiscal fourth- quarter earnings, helping lift the telecommunications equipment maker to its first profitable year since 2000.",1,0,0,0,,,,,,,,,,,,,,
4220,"World No. 1 Vijay Singh, who is seeking his ninth win on the PGA Tour this year, will play the final three events this season, starting with this week #39;s Funai Classic.",0,0,1,0,,,,,,,,,,,,,,
4221,"The Securities and Exchange Commission is expected to announce today a settlement with Qwest that is highly critical of  quot;senior management, quot; two sources familiar with the case said.",1,0,0,0,,,,,,,,,,,,,,
4222,"They #39;re bold, brash and break most rules of business -- so why are the Google guys multi-billionaires? GOOGLE Inc had plenty to celebrate at its recent annual summer picnic -- its debut as a public company",0,1,0,0,,,,,,,,,,,,,,
4223,California #39,s top insurance regulator said Wednesday he will file a civil suit shortly in the widening scandal over insurance industry sales practices.,1,0,0,0,,,,,,,,,,,,,
4224,Arsenal keeper Jens Lehmann was left red-faced in Athens as two costly mistakes ensured that a Champions League victory slipped through his side #39,s fingers again.,0,0,1,0,,,,,,,,,,,,,
4225,"Well, not the world maybe, but possibly your lawns and kitchens. The use of robots -- especially as domestic help -- is expected to increase sevenfold by 2007, according to the United Nations.",0,1,0,0,,,,,,,,,,,,,,
4226,"Explicit lyrics, parachutes featured in new GTA: San Andreas trailer; official site also updated with info on Las Vegas-style city.",0,1,0,0,,,,,,,,,,,,,,
4227,"AP - Like fishing in a stocked pond instead of an ocean, politicians are trying to catch votes by targeting phone calls and fliers at voters who have already applied for absentee ballots.",0,0,0,1,,,,,,,,,,,,,,
4228,"COLLINS STEWART was the first company to try to base libel damages on a falling share price. Had the broker succeeded, it would have threatened the Financial Times with a huge liability - and",1,0,0,0,,,,,,,,,,,,,,
4229,At least one Palestinian is shot dead by Israeli troops as he attacked a checkpoint near Gaza City.,0,0,0,1,,,,,,,,,,,,,,
4230,"USATODAY.com - Organized crime rings and petty thieves are flocking to the Internet like start-ups in the go-go '90s, establishing a multibillion-dollar underground economy in just a few years. The Internet's growth as an economic engine, particularly for financial transactions, is feeding the felonious frenzy.",0,1,0,0,,,,,,,,,,,,,,
4231,"SiliconValley.com - Hewlett-Packard, IBM and Dell, which were accused earlier this year of having ""dire working conditions"" at factories outside the United States, announced Wednesday that they have agreed on a ""code of conduct"" for the treatment of workers and the environment.",0,1,0,0,,,,,,,,,,,,,,
